device_info_serial,date_time,index,x_cal,y_cal,z_cal,speed
584,2013-06-18 08:46:05,1,-0.0732436472346786,0.227064220183486,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,2,-0.0837070254110613,0.296636085626911,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,3,-0.109118086696562,0.184250764525994,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,4,-0.0612855007473842,0.134556574923547,1.02653525398029,0.197789084432364
584,2013-06-18 08:46:05,5,-0.104633781763827,0.230886850152905,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,6,-0.062780269058296,0.239296636085627,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,7,-0.0889387144992526,0.190366972477064,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,8,-0.0807174887892377,0.207951070336391,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,9,-0.0904334828101644,0.213302752293578,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,10,-0.0829596412556054,0.215596330275229,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,11,-0.0979073243647235,0.212538226299694,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,12,-0.07847533632287,0.198012232415902,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,13,-0.0964125560538117,0.197247706422018,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,14,-0.0732436472346786,0.220948012232416,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,15,-0.0837070254110613,0.21177370030581,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,16,-0.0866965620328849,0.198776758409786,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,17,-0.0710014947683109,0.19954128440367,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,18,-0.0837070254110613,0.231651376146789,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,19,-0.0747384155455904,0.220183486238532,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,20,-0.0799701046337818,0.202599388379205,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,21,-0.0829596412556054,0.207951070336391,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,22,-0.077727952167414,0.216360856269113,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,23,-0.0530642750373692,0.227064220183486,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,24,-0.0829596412556054,0.21177370030581,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,25,-0.0336322869955157,0.208715596330275,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,26,-0.128550074738416,0.197247706422018,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,27,-0.0672645739910314,0.194954128440367,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,28,-0.085949177877429,0.181192660550459,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,29,-0.0844544095665172,0.229357798165138,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,30,-0.103139013452915,0.197247706422018,1.02653525398029,0.197789084432364
584,2013-06-18 08:46:05,31,-0.146487294469357,0.175076452599388,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,32,-0.0874439461883408,0.212538226299694,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,33,-0.136023916292975,0.192660550458716,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,34,-0.0911808669656203,0.192660550458716,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,35,-0.0852017937219731,0.246941896024465,1.02653525398029,0.197789084432364
584,2013-06-18 08:46:05,36,-0.165171898355755,0.11085626911315,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,37,-0.104633781763827,0.224006116207951,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,38,-0.116591928251121,0.2217125382263,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,39,-0.119581464872945,0.194954128440367,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,40,-0.109118086696562,0.18960244648318,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,41,-0.106128550074738,0.211009174311927,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,42,-0.115097159940209,0.20565749235474,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,43,-0.120328849028401,0.159021406727829,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,44,-0.121823617339312,0.188837920489297,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,45,-0.110612855007474,0.218654434250765,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,46,-0.106875934230194,0.201070336391437,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,47,-0.10762331838565,0.18960244648318,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,48,-0.121076233183857,0.198776758409786,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,49,-0.0956651718983558,0.212538226299694,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,50,-0.105381165919283,0.194954128440367,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,51,-0.101644245142003,0.201834862385321,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,52,-0.106875934230194,0.203363914373089,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,53,-0.108370702541106,0.198776758409786,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,54,-0.0994020926756353,0.21177370030581,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,55,-0.109118086696562,0.182721712538226,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,56,-0.136023916292975,0.162079510703364,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,57,-0.105381165919283,0.233180428134557,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,58,-0.117339312406577,0.204128440366972,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,59,-0.102391629297459,0.219418960244648,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,60,-0.105381165919283,0.210244648318043,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,61,-0.109118086696562,0.203363914373089,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,62,-0.112107623318386,0.211009174311927,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,63,-0.103139013452915,0.210244648318043,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,64,-0.115844544095665,0.198012232415902,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,65,-0.102391629297459,0.228593272171254,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,66,-0.110612855007474,0.202599388379205,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,67,-0.101644245142003,0.214067278287462,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,68,-0.118834080717489,0.220183486238532,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,69,-0.112855007473842,0.201070336391437,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,70,-0.109118086696562,0.217125382262997,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,71,-0.109118086696562,0.214067278287462,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,72,-0.0986547085201794,0.213302752293578,1.00151630022744,0.197789084432364
584,2013-06-18 08:46:05,73,-0.101644245142003,0.219418960244648,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,74,-0.10762331838565,0.208715596330275,0.977255496588324,0.197789084432364
584,2013-06-18 08:46:05,75,-0.0971599402092676,0.224006116207951,0.977255496588324,0.197789084432364
